,status_efflux,papyrus_SMILES,papyrus_inchi_key,inchi_connectivity
3728,1.0,CC(=O)O[C@@H]1[C@@H]2[C@@H](OC(C)=O)[C@]3(OC2(C)C)[C@H](C)C[C@H](OC(=O)/C=C/c2ccccc2)[C@H](OC(C)=O)[C@@]3(C)[C@@H]1OC(=O)c1ccccc1,RYUYERDNJUMWKE-ITECEVMJSA-N,RYUYERDNJUMWKE
3729,1.0,CC(=O)O[C@H]1CC[C@@H](C)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OC(C)=O,DDIPYHPAIWOAAM-BFHJBHDXSA-N,DDIPYHPAIWOAAM
3730,1.0,CC(=O)O[C@@H]1[C@@H]2[C@@H](OC(C)=O)[C@]3(OC2(C)C)[C@H](C)CC[C@H](OC(C)=O)[C@@]3(C)[C@H]1OC(=O)c1ccccc1,ZFYHVMQCJIKTLP-LLWUNBJKSA-N,ZFYHVMQCJIKTLP
3731,1.0,CC(=O)O[C@@H]1C[C@@H](C)[C@]23OC(C)(C)[C@H]([C@@H](O)[C@H](OC(=O)c4ccccc4)[C@@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)/C=C/c1ccccc1,AYFLMIKBWXAFOA-VICOLCJMSA-N,AYFLMIKBWXAFOA
3732,1.0,CC(=O)O[C@H]1[C@@H]2[C@@H](OC(=O)/C=C/c3ccccc3)[C@]3(OC2(C)C)[C@H](C)C[C@H](O)[C@H](OC(C)=O)[C@@]3(C)[C@H]1OC(=O)c1ccccc1,KPKOHRWPECEWRN-IATFNYHPSA-N,KPKOHRWPECEWRN
3733,1.0,CC(=O)O[C@H]1C[C@@H](C)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccccc4)[C@@]2(C)[C@@H]1OC(C)=O)[C@H]3OC(=O)c1ccccc1,KYEKMLQQOXNBSD-SAQAUKLZSA-N,KYEKMLQQOXNBSD
3734,1.0,CC(=O)O[C@H]1[C@@H]2[C@@H](OC(=O)/C=C/c3ccccc3)[C@]3(OC2(C)C)[C@H](C)C[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@]3(C)[C@H]1OC(=O)c1ccccc1,NFPVRLYQHPGFKB-PSEIXFMMSA-N,NFPVRLYQHPGFKB
3735,1.0,CC(=O)O[C@H]1[C@@H]2[C@@H](OC(=O)c3cccnc3)[C@]3(OC2(C)C)[C@H](C)C[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@]3(C)[C@H]1OC(=O)c1ccccc1,GDRBFJBZPOXYEE-CUQROXPWSA-N,GDRBFJBZPOXYEE
3736,1.0,CC(=O)O[C@H]1CC[C@@H](C)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OC(=O)c1ccccc1,CWAUWHSITVGXFR-CRBFZXEMSA-N,CWAUWHSITVGXFR
3737,1.0,CC(=O)O[C@H]1CC[C@@H](C)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OC(=O)/C=C/c1ccccc1,HYPWFAUBYBMXNJ-DMRFDBRWSA-N,HYPWFAUBYBMXNJ
3738,1.0,CC(=O)O[C@@H]1C[C@@H](C)[C@]23OC(C)(C)[C@H](C[C@H](OC(=O)c4ccccc4)[C@]2(C)[C@H]1OC(C)=O)[C@H]3OC(=O)/C=C/c1ccccc1,RAFMPQUGTWPMRU-HFMLBVIOSA-N,RAFMPQUGTWPMRU
3739,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,AHJUHHDDCJQACA-UHFFFAOYSA-N,AHJUHHDDCJQACA
3740,1.0,COc1cccc(-c2ccc(C(=O)N3CCc4cc(OC)c(OC)cc4C3)o2)c1,YVTVNHCYRAIOSL-UHFFFAOYSA-N,YVTVNHCYRAIOSL
3741,0.0,COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3ccccc3OC)o1)CC2,CKQMSSUMVWQLMZ-UHFFFAOYSA-N,CKQMSSUMVWQLMZ
3742,1.0,COc1ccc(-c2ccc(C(=O)N3CCc4cc(OC)c(OC)cc4C3)o2)cc1OC,WJXIDNYWFVVJCA-UHFFFAOYSA-N,WJXIDNYWFVVJCA
3743,0.0,COc1cc(OC)cc(-c2ccc(C(=O)N3CCc4cc(OC)c(OC)cc4C3)o2)c1,HNNSCQKCFRLKPW-UHFFFAOYSA-N,HNNSCQKCFRLKPW
3744,0.0,COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3cc(OC)c(OC)c(OC)c3)o1)CC2,LQWOBUQEPKZRKQ-UHFFFAOYSA-N,LQWOBUQEPKZRKQ
3745,0.0,COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3cccc(OC)c3OC)o1)CC2,ZQEYGUWPLKWCSF-UHFFFAOYSA-N,ZQEYGUWPLKWCSF
3746,0.0,COc1ccc(-c2ccc(C(=O)N3CCc4cc(OC)c(OC)cc4C3)o2)c(OC)c1,LQMCNVWBTQHREV-UHFFFAOYSA-N,LQMCNVWBTQHREV
3747,0.0,COc1ccc(OC)c(-c2ccc(C(=O)N3CCc4cc(OC)c(OC)cc4C3)o2)c1,MNJHGIVVSBBHCN-UHFFFAOYSA-N,MNJHGIVVSBBHCN
3748,0.0,CCOc1ccc(-c2ccc(C(=O)N3CCc4cc(OC)c(OC)cc4C3)o2)cc1,VBJAJPPDJXYGDA-UHFFFAOYSA-N,VBJAJPPDJXYGDA
3749,0.0,CCCOc1ccc(-c2ccc(C(=O)N3CCc4cc(OC)c(OC)cc4C3)o2)cc1,OYRJNBORNVHXMK-UHFFFAOYSA-N,OYRJNBORNVHXMK
3750,0.0,COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3ccc(OC(C)C)cc3)o1)CC2,YXXIEAVHDKUOKV-UHFFFAOYSA-N,YXXIEAVHDKUOKV
3751,0.0,CCCCOc1ccc(-c2ccc(C(=O)N3CCc4cc(OC)c(OC)cc4C3)o2)cc1,YUTAKSUYNZFCPJ-UHFFFAOYSA-N,YUTAKSUYNZFCPJ
3752,0.0,COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3ccc(OCC(C)C)cc3)o1)CC2,UROSZWRSYQUNNB-UHFFFAOYSA-N,UROSZWRSYQUNNB
3753,0.0,COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3ccc(OC(C)(C)C)cc3)o1)CC2,ZSKFJAWRWKXRLL-UHFFFAOYSA-N,ZSKFJAWRWKXRLL
3754,0.0,COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3ccc(OC(F)(F)F)cc3)o1)CC2,ZCQIPWHHPOQBCP-UHFFFAOYSA-N,ZCQIPWHHPOQBCP
3755,0.0,COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3ccc(Oc4ccccc4)cc3)o1)CC2,VQQAPFUHHORQPP-UHFFFAOYSA-N,VQQAPFUHHORQPP
3756,1.0,COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3ccc4c(c3)OCO4)o1)CC2,PFJROLGBKYJNPU-UHFFFAOYSA-N,PFJROLGBKYJNPU
3757,0.0,COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3ccc(SC(C)C)cc3)o1)CC2,FVNGMNLMROTIHK-UHFFFAOYSA-N,FVNGMNLMROTIHK
3758,1.0,COc1cccc(CCn2c3c(c4c(OCCCCOc5cccc6c5c5c(n6CCc6cccc(OC)c6)-c6ccccc6C5=O)cccc42)C(=O)c2ccccc2-3)c1,CRWOJYZPWVKILL-UHFFFAOYSA-N,CRWOJYZPWVKILL
3759,1.0,COc1cccc(CCn2c3c(c4c(O)cccc42)C(=O)c2ccccc2-3)c1,YCDWMFFYKRLDQW-UHFFFAOYSA-N,YCDWMFFYKRLDQW
3760,1.0,COc1cccc(CCn2c3c(c4c(OCCOc5cccc6c5c5c(n6CCc6cccc(OC)c6)-c6ccccc6C5=O)cccc42)C(=O)c2ccccc2-3)c1,BLPIQFGMMQDALL-UHFFFAOYSA-N,BLPIQFGMMQDALL
3761,1.0,CC1CC(=O)c2c3c(n(CCc4ccccc4)c2C1)-c1cc(OCCOc2ccc4c(c2)-c2c(c5c(n2CCc2ccccc2)CC(C)CC5=O)C4=O)ccc1C3=O,OSMGMJWMSPTWKI-UHFFFAOYSA-N,OSMGMJWMSPTWKI
3762,1.0,CC1CC(=O)c2c3c(n(CCc4ccccc4)c2C1)-c1cc(OCCCCOc2ccc4c(c2)-c2c(c5c(n2CCc2ccccc2)CC(C)CC5=O)C4=O)ccc1C3=O,CJEZGMNZMVCTGO-UHFFFAOYSA-N,CJEZGMNZMVCTGO
3763,1.0,COc1cccc(CCn2c3c(c4c(OCCOc5ccc6c(c5)-c5c(c7c(n5CCc5ccccc5)CC(C)CC7=O)C6=O)cccc42)C(=O)c2ccccc2-3)c1,YBCGVBOCQHVWKC-UHFFFAOYSA-N,YBCGVBOCQHVWKC
3764,1.0,COc1cccc(CCn2c3c(c4c(OCCCCOc5ccc6c(c5)-c5c(c7c(n5CCc5ccccc5)CC(C)CC7=O)C6=O)cccc42)C(=O)c2ccccc2-3)c1,WHLKSTGDSWRJKN-UHFFFAOYSA-N,WHLKSTGDSWRJKN
3765,1.0,N#Cc1c2n(c3c(SCc4ccc(Cl)cc4)ncnc13)CCCCC2,UARYNWRIVAFKLK-UHFFFAOYSA-N,UARYNWRIVAFKLK
3766,1.0,CC(C)c1ccc2ncc(C#N)c(N3CCCN(c4nnc(C(F)(F)F)s4)CC3)c2c1,LQNAYPDQZDOUEJ-UHFFFAOYSA-N,LQNAYPDQZDOUEJ
3767,1.0,COc1ccc2nc(C(F)(F)F)nc(N(Cc3nc(-c4cccnc4)no3)C(C)C)c2c1,IBWVIJNKEWTBMH-UHFFFAOYSA-N,IBWVIJNKEWTBMH
3768,1.0,COc1ccc2ncc(C#N)c(N3CCC(Cc4nc(C(C)C)no4)CC3)c2c1,OIKGUIRGSMTFAP-UHFFFAOYSA-N,OIKGUIRGSMTFAP
3769,1.0,Cn1cc(-c2noc(-c3cc(Nc4ccccc4)ncn3)n2)c2ccccc21,NVVORLJXVCQAMZ-UHFFFAOYSA-N,NVVORLJXVCQAMZ
3770,0.0,Cc1nsc(N2CCCN(Cc3cc4ccccc4nc3N3CCOCC3)CC2)n1,GARHYSIXHOTWRK-UHFFFAOYSA-N,GARHYSIXHOTWRK
3771,0.0,Cc1cc(-c2noc(CNS(=O)(=O)c3ccc(Cl)s3)n2)nc2ccccc12,LHDWWTCAUWPHID-UHFFFAOYSA-N,LHDWWTCAUWPHID
3772,0.0,CC(C)N(C(=O)CCc1nc(-c2ccoc2)no1)c1cnc2ccccc2c1,DMEYHUGNLPKXTH-UHFFFAOYSA-N,DMEYHUGNLPKXTH
3773,0.0,CN(c1cccc2cccnc12)S(=O)(=O)c1cnc2ccsc2c1,LQTUYMXYSMGJHQ-UHFFFAOYSA-N,LQTUYMXYSMGJHQ
3774,0.0,CC(C)OCc1nc(C(C)NC(=O)C(C)Sc2ccnc3cc(Cl)ccc23)no1,IWBRPFYJHDLFFT-UHFFFAOYSA-N,IWBRPFYJHDLFFT
3775,0.0,CCN(c1ccccc1)c1cc(NCCc2nnc(C(C)C)s2)ncn1,LMKXMZWSBUBRSX-UHFFFAOYSA-N,LMKXMZWSBUBRSX
3776,0.0,Cc1ccnc2sc(C(=O)N3CCN(C(=O)c4[nH]nc5ccccc45)CC3)c(C)c12,GGDMGLPCUITIKX-UHFFFAOYSA-N,GGDMGLPCUITIKX
3777,0.0,CC(C)c1nnsc1C(=O)Nc1cnc2c(F)c(F)ccc2c1,WJTJDVVEZLTLGN-UHFFFAOYSA-N,WJTJDVVEZLTLGN
3778,0.0,COc1c(Cl)cccc1-c1noc(-c2cnc3sccc3c2)n1,KZPVKYLVBQNIHG-UHFFFAOYSA-N,KZPVKYLVBQNIHG
3779,1.0,CSc1nsc(NC(=O)c2sc3ncccc3c2Cl)n1,VHMQRJMFRLUXCX-UHFFFAOYSA-N,VHMQRJMFRLUXCX
3780,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cnc5ccccc5c4)n3)cc1)CC2,MHSXNMUWLPVPMI-UHFFFAOYSA-N,MHSXNMUWLPVPMI
3781,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4ccc5ccccc5n4)n3)cc1)CC2,FNNNBZNOSKERNV-UHFFFAOYSA-N,FNNNBZNOSKERNV
3782,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc5ccccc5cn4)n3)cc1)CC2,INPSPUYFMISQQP-UHFFFAOYSA-N,INPSPUYFMISQQP
3783,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cccc5cccnc45)n3)cc1)CC2,PJCNIGJMZHBDBB-UHFFFAOYSA-N,PJCNIGJMZHBDBB
3784,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4nccc5ccccc45)n3)cc1)CC2,HGBCEDUBEBOIDJ-UHFFFAOYSA-N,HGBCEDUBEBOIDJ
3785,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cncc5ccccc45)n3)cc1)CC2,COTSPDFDULXGAP-UHFFFAOYSA-N,COTSPDFDULXGAP
3786,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cccnc4)n3)cc1)CC2,KXSJNTHMBIVWDC-UHFFFAOYSA-N,KXSJNTHMBIVWDC
3787,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4ccc5ccccc5c4)n3)cc1)CC2,MTBQAJFVSRHWHW-UHFFFAOYSA-N,MTBQAJFVSRHWHW
3788,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cnccn4)n3)cc1)CC2,FVZONMPEQMDCTR-UHFFFAOYSA-N,FVZONMPEQMDCTR
3789,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4ccccc4)n3)cc1)CC2,GGYLNXOOXADNHX-UHFFFAOYSA-N,GGYLNXOOXADNHX
3790,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4ccc(F)c(F)c4)n3)cc1)CC2,JMOACTWTHWSOFQ-UHFFFAOYSA-N,JMOACTWTHWSOFQ
3791,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4ccsc4)n3)cc1)CC2,OHZVKWLSLDMHTR-UHFFFAOYSA-N,OHZVKWLSLDMHTR
3792,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4ccoc4)n3)cc1)CC2,OJSZIXLSBFCESW-UHFFFAOYSA-N,OJSZIXLSBFCESW
3793,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4coc5ccccc5c4=O)n3)cc1)CC2,VVJUICZGTNUNIN-UHFFFAOYSA-N,VVJUICZGTNUNIN
3794,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc(=O)c5c(OC)cccc5o4)n3)cc1)CC2,XYLWMOIQRWOPOJ-UHFFFAOYSA-N,XYLWMOIQRWOPOJ
3795,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc(=O)c5cc(F)ccc5o4)n3)cc1)CC2,FEPGCAIHAHOGJB-UHFFFAOYSA-N,FEPGCAIHAHOGJB
3796,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc(=O)c5cc(C)ccc5o4)n3)cc1)CC2,WLHUTPWOPQKVSP-UHFFFAOYSA-N,WLHUTPWOPQKVSP
3797,1.0,C#CCCCOc1ccc(-c2cc(=O)c3ccc(F)cc3o2)cc1,XOPPDEVHWQBXMP-UHFFFAOYSA-N,XOPPDEVHWQBXMP
3798,1.0,C#CCCCOc1ccc(-c2cc(=O)c3c(OCc4ccccc4)cc(OCOC)cc3o2)cc1,ZQRJALRDLVVDMI-UHFFFAOYSA-N,ZQRJALRDLVVDMI
3799,1.0,C#CCCCCOc1ccc(-c2oc3ccccc3c(=O)c2OCc2cccc(C(=O)OC)c2)cc1,YWAKBNWCYOZOGG-UHFFFAOYSA-N,YWAKBNWCYOZOGG
3800,1.0,C#CCCCCOc1ccc(-c2oc3ccccc3c(=O)c2OCc2cccc(OC)c2)cc1,ZSEYRIFCUPMRMQ-UHFFFAOYSA-N,ZSEYRIFCUPMRMQ
3801,1.0,C#CCCCCOc1ccc(-c2cc(=O)c3cc(F)ccc3o2)cc1,DDAGWYUOHOJLIY-UHFFFAOYSA-N,DDAGWYUOHOJLIY
3802,1.0,C#CCCCOc1ccc(-c2cc(=O)c3cc(F)ccc3o2)cc1,ZGVUOTZKAXBMKP-UHFFFAOYSA-N,ZGVUOTZKAXBMKP
3803,1.0,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C[C@H](CCC(=O)OC(C)(C)C)NC(=O)C1C3,YFJZAFDYUVYHMH-HYAAYGGESA-N,YFJZAFDYUVYHMH
3804,1.0,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCN=[N+]=[N-])cc3)oc3ccccc3c2=O)c1,AJZXHEFXUYIUBV-UHFFFAOYSA-N,AJZXHEFXUYIUBV
3805,1.0,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCOCCN=[N+]=[N-])cc3)oc3ccccc3c2=O)c1,XDDDIZUXIRDKCU-UHFFFAOYSA-N,XDDDIZUXIRDKCU
3806,1.0,COC(=O)c1cccc(COc2c(-c3ccc(OCCCCc4cn(CCOCCO)nn4)cc3)oc3ccccc3c2=O)c1,MDDTXWKBXKJAGB-UHFFFAOYSA-N,MDDTXWKBXKJAGB
3807,1.0,COC(=O)c1cccc(COc2c(-c3ccc(OCCCCc4cn(Cc5ccccc5)nn4)cc3)oc3ccccc3c2=O)c1,BECCUKCZBHNIBT-UHFFFAOYSA-N,BECCUKCZBHNIBT
3808,1.0,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCn4cc(CN(C)Cc5ccccc5)nn4)cc3)oc3ccccc3c2=O)c1,BFBROVVYIPVQJI-UHFFFAOYSA-N,BFBROVVYIPVQJI
3809,1.0,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCn4cc(CCN5C(=O)c6ccccc6C5=O)nn4)cc3)oc3ccccc3c2=O)c1,UYSRQULNVDMVNE-UHFFFAOYSA-N,UYSRQULNVDMVNE
3810,1.0,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCn4cc(CN(Cc5ccccc5)Cc5ccccc5)nn4)cc3)oc3ccccc3c2=O)c1,DHOAUUFCDICXBZ-UHFFFAOYSA-N,DHOAUUFCDICXBZ
3811,1.0,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCn4cc(CNc5ccccc5)nn4)cc3)oc3ccccc3c2=O)c1,FWHNQDLISXUHEG-UHFFFAOYSA-N,FWHNQDLISXUHEG
3812,1.0,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCOCCn4cc(CN(C)Cc5ccccc5)nn4)cc3)oc3ccccc3c2=O)c1,ZHWJVGOJTNOMAQ-UHFFFAOYSA-N,ZHWJVGOJTNOMAQ
3813,1.0,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCOCCn4cc(CCN5C(=O)c6ccccc6C5=O)nn4)cc3)oc3ccccc3c2=O)c1,ISSUHNSOTDYFAQ-UHFFFAOYSA-N,ISSUHNSOTDYFAQ
3814,1.0,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCOCCn4cc(CCCCOc5ccc(C=O)cc5)nn4)cc3)oc3ccccc3c2=O)c1,ZZWSVOVSBNDFOA-UHFFFAOYSA-N,ZZWSVOVSBNDFOA
3815,1.0,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCOCCn4cc(CN(CCO)Cc5ccccc5)nn4)cc3)oc3ccccc3c2=O)c1,ITPZKJDGQFUXAL-UHFFFAOYSA-N,ITPZKJDGQFUXAL
3816,1.0,[N-]=[N+]=NCCOCCOc1ccc(-c2cc(=O)c3ccccc3o2)cc1,JFEKYQYTYUYGEH-UHFFFAOYSA-N,JFEKYQYTYUYGEH
3817,1.0,[N-]=[N+]=NCCOCCOCCOc1ccc(-c2cc(=O)c3ccccc3o2)cc1,VAHYXNIJBAGFQO-UHFFFAOYSA-N,VAHYXNIJBAGFQO
3818,1.0,Cc1ccc2oc(-c3ccc(OCCOCCOCCN=[N+]=[N-])cc3)cc(=O)c2c1,RYWLBKNUERKYFV-UHFFFAOYSA-N,RYWLBKNUERKYFV
3819,1.0,[N-]=[N+]=NCCOCCOCCOc1ccc(-c2oc3ccccc3c(=O)c2OCc2ccccc2)cc1,ZUGYCDJEBLBVNV-UHFFFAOYSA-N,ZUGYCDJEBLBVNV
3820,1.0,[N-]=[N+]=NCCOCCOc1ccc(-c2cc(=O)c3cc(F)ccc3o2)cc1,GKXMESBXQIQUST-UHFFFAOYSA-N,GKXMESBXQIQUST
3821,1.0,[N-]=[N+]=NCCOCCOc1ccc(-c2oc3ccccc3c(=O)c2OCc2ccccc2)cc1,AUFRNXZVEPZGIH-UHFFFAOYSA-N,AUFRNXZVEPZGIH
3822,1.0,[N-]=[N+]=NCCOCCOc1ccc2c(=O)cc(-c3ccccc3)oc2c1,YEMUWSMAMWXZGO-UHFFFAOYSA-N,YEMUWSMAMWXZGO
3823,1.0,[N-]=[N+]=NCCOCCOCCOc1ccc2c(=O)cc(-c3ccccc3)oc2c1,QMSLHBSGYVBCGY-UHFFFAOYSA-N,QMSLHBSGYVBCGY
3824,1.0,[N-]=[N+]=NCCOc1ccc2c(=O)cc(-c3ccccc3)oc2c1,SYSNRKNPYMAUAZ-UHFFFAOYSA-N,SYSNRKNPYMAUAZ
3825,1.0,COc1cccc(COc2c(-c3ccc(OCCOCCN=[N+]=[N-])cc3)oc3ccccc3c2=O)c1,VVIGJSJSXWHMGZ-UHFFFAOYSA-N,VVIGJSJSXWHMGZ
3826,1.0,[N-]=[N+]=NCCOCCOc1cccc(-c2oc3ccccc3c(=O)c2OCc2ccccc2)c1,ZWZMDFNAGUXABW-UHFFFAOYSA-N,ZWZMDFNAGUXABW
3827,1.0,COc1cc(OC)c2c(c1)O[C@H](c1ccc(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)c1)C2,OEIXJPAIZADICN-CZNDPXEESA-N,OEIXJPAIZADICN
3828,0.0,Cc1nc(-c2nnn(C)c2COC(=O)N(C)CC2CCC2)ccc1O[C@H]1CCCC(C(=O)O)C1,OMRCZUXUJTVDIM-ZVAWYAOSSA-N,OMRCZUXUJTVDIM
3829,0.0,CCCN(C)C(=O)OCc1c(-c2ccc(O[C@H]3CCCC(C(=O)O)C3)c(C)n2)nnn1C,UEUNDURNLYLSNB-LYKKTTPLSA-N,UEUNDURNLYLSNB
3830,1.0,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(-c2nnn(-c3ccc(CCN4CCc5cnccc5C4)cc3)n2)cc1OC,HPVPHZAVNPALGM-UHFFFAOYSA-N,HPVPHZAVNPALGM
3831,1.0,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(-c2nnn(-c3ccc(CCN4CCc5ccncc5C4)cc3)n2)cc1OC,AXKJSOCDLOSUDW-UHFFFAOYSA-N,AXKJSOCDLOSUDW
3832,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc(=O)c5cc(Br)ccc5o4)n3)cc1)CC2,BMLQPDGIGJKFQV-UHFFFAOYSA-N,BMLQPDGIGJKFQV
3833,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4ccc(-c5ccncc5)cc4)n3)cc1)CC2,IJGIQGNHDYQIKZ-UHFFFAOYSA-N,IJGIQGNHDYQIKZ
3834,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4ccc(-c5cccnc5)cc4)n3)cc1)CC2,CVXOJRXBGNHASI-UHFFFAOYSA-N,CVXOJRXBGNHASI
3835,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4ccc(-n5ccnc5)cc4)n3)cc1)CC2,DSUWWKJTWPTXFS-UHFFFAOYSA-N,DSUWWKJTWPTXFS
3836,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(Oc5cccnc5)ccc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,CENXIKQNOHHKPJ-UHFFFAOYSA-N,CENXIKQNOHHKPJ
3837,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(Oc5ccncc5)ccc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,ZSZDLTGWRNLYQW-UHFFFAOYSA-N,ZSZDLTGWRNLYQW
3838,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OCc5ccncc5)ccc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,HNJVTJANLLZWKY-UHFFFAOYSA-N,HNJVTJANLLZWKY
3839,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OCc5cccnc5)ccc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,HBZSILJRRIYUAP-UHFFFAOYSA-N,HBZSILJRRIYUAP
3840,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OCCc5cccnc5)ccc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,RQZREBGUWYXWLE-UHFFFAOYSA-N,RQZREBGUWYXWLE
3841,1.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OCc5ccccc5)c(OC)cc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,VDYKJXQJLZOTSB-UHFFFAOYSA-N,VDYKJXQJLZOTSB
3842,1.0,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(-c2nnn(-c3ccc(CCN4CCc5cnccc5C4)cc3)n2)cc1OCc1ccccc1,RZBYWYQCFTUDRA-UHFFFAOYSA-N,RZBYWYQCFTUDRA
3843,1.0,COc1cc(NC(=O)c2cnc3ccccc3c2)c(-c2nnn(-c3ccc(CCN4CCc5cnccc5C4)cc3)n2)cc1OCc1ccccc1,CNPVASHDPUJKPV-UHFFFAOYSA-N,CNPVASHDPUJKPV
3844,1.0,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(-c2nnn(-c3ccc(CCN4CCn5cncc5C4)cc3)n2)cc1OCc1ccccc1,UDDZMWUDZQHVIG-UHFFFAOYSA-N,UDDZMWUDZQHVIG
