"ID"	"ParentSmiles"	"Status_Influx"	"Status_Efflux"	"Status_PAMPA"	"Status_BBB"	"Status_CNS"	"LogP"	"TPSA"	"LogS"	"LogD"	"HBA"	"HBD"	"MW"	"RotatableBonds"	"TestValTrain_Influx"	"TestValTrain_Efflux"	"TestValTrain_PAMPA"	"TestValTrain_BBB"	"TestValTrain_CNS"	"MACCS"	"Properties_PredictionScore_Influx"	"Properties_Prediction_Influx"	"MACCS_PredictionScore_Influx"	"MACCS_Prediction_Influx"	"Combined_PredictionScore_Influx"	"Combined_Prediction_Influx"	"Properties_PredictionScore_Efflux"	"Properties_Prediction_Efflux"	"MACCS_PredictionScore_Efflux"	"MACCS_Prediction_Efflux"	"Combined_PredictionScore_Efflux"	"Combined_Prediction_Efflux"	"Properties_PredictionScore_PAMPA"	"Properties_Prediction_PAMPA"	"MACCS_PredictionScore_PAMPA"	"MACCS_Prediction_PAMPA"	"Combined_PredictionScore_PAMPA"	"Combined_Prediction_PAMPA"	"Properties_PredictionScore_BBB"	"Properties_Prediction_BBB"	"MACCS_PredictionScore_BBB"	"MACCS_Prediction_BBB"	"Combined_PredictionScore_BBB"	"Combined_Prediction_BBB"
5695	"C[C@H](NN)c1ccccc1"	NA	NA	NA	1	NA	1.37	38.05	-1.61	0.98	2	2	136.100048384	2	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000000000000000001000000000000000110000000000000010000000001000000000000000000000000000001000000100000000001000000001000010101111010"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.757895052433014	1	0.580073952674866	1	0.636939525604248	1
5696	"CC[C@H](C)C(C)(COC(N)=O)COC(N)=O"	NA	NA	NA	1	NA	1.18	104.64	-2.17	1.14	4	2	232.14230712	6	NA	NA	NA	"Train"	NA	"0000000000000000000000100000000000000000000000000000000000000000010000000000000000010000110000000000000001011101011110000010010010100001010111000100101011111111100100"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.453199177980423	0	0.62300568819046	1	0.631272792816162	1
5697	"C[C@@H]1N=C(c2ccccc2Cl)c2c(ccc([N+](=O)[O-])c2)NC1=O"	NA	NA	NA	1	NA	2.83	87.28	-4.25	2.83	4	1	329.056718924	2	NA	NA	NA	"Val"	NA	"0000000000000000001000010000000000000000000000001000000100000110000001100000011100000010000101100000011010100100000010111101101001001111100001111101011001010111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.976060450077057	1	0.761422455310822	1	0.863903999328613	1
5698	"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(Cl)[C@@H](Cl)CC2(C)C1(O)C(=O)CO"	NA	NA	NA	1	NA	3.85	74.6	-5.21	3.61	4	2	426.136464736	2	NA	NA	NA	"Train"	NA	"0000000000000000000000000100000000000000000000000100100000000000010000010001000001000010111000010010001010111001001100000000001110110101001110101110110111101011001110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.783942043781281	1	0.617557644844055	1	0.628919959068298	1
5699	"CC(=O)C1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CCC4(C)[C@H]3[C@@H](O)CC12C"	NA	NA	NA	1	NA	3.19	54.37	-4.03	3.08	3	1	344.235144884	1	NA	NA	NA	"Test"	NA	"0000000000000000000000000100000000000000000000000100000000000000010000000001000000000000001000010010000110010001001101000000001110010001001010101110110101001011001110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.978488028049469	1	0.844304025173187	1	0.822761237621307	1
5700	"CN(C)CCC=C1c2ccccc2C(C)(C)c2c1cccc2"	NA	NA	NA	1	NA	5.59	3.24	-4.1	3.68	1	0	291.1986998	3	NA	NA	NA	"Test"	NA	"0000000000000000000000000000000000000000000000000100000000000000010000000101000000001100000010000011000010000011001100000100100000000000000010011011100010100101111010"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.981025636196136	1	0.868716239929199	1	0.863903999328613	1
5701	"CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1"	NA	NA	NA	1	NA	3.62	20.31	-1.23	1.66	2	0	263.168542544	5	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000000010000000000000000000000000000000010000000001110000000000101000000100010001101001100000110010100110000001011000111100101111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.80080783367157	1	0.636416077613831	1	0.638957262039185	1
5702	"CC12CC3CC(C)(C1)CC(N)(C3)C2"	NA	NA	NA	1	1	3.56	26.02	-0.02	0.56	1	1	179.167399672	0	NA	NA	NA	"Val"	"Train"	"0000000000000000000000000000000000000000000000000000000000000000010000000000000000010000001000000000100110010011001000000000000100001000000000001000101000010101101010"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.977347433567047	1	0.868716239929199	1	0.863903999328613	1
5703	"COc1ccccc1OC[C@@H]1CNC(=O)O1"	NA	NA	NA	1	NA	1.23	56.79	-2.12	1.27	4	1	223.084457896	4	NA	NA	NA	"Val"	NA	"0000000000000000000000100000000000000000000000000000000010000000000000010000000001100000011010111001000001001100100010011010011000010000110100110100011111111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.956958472728729	1	0.761422455310822	1	0.863903999328613	1
5704	"COc1ccc2Sc3c(cccc3)C(O)(CCCN(C)C)c2c1"	NA	NA	NA	1	NA	3.91	58	-3.14	1.01	4	1	329.144949976	5	NA	NA	NA	"Val"	NA	"0000000000000000000000000000000000010000000000000000000000100000010000000100000010001101011010000101000110010011101101000100111000010000101010111011100110101111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.623721063137054	1	0.813616693019867	1	0.822761237621307	1
5705	"c1ccc2c(c1)Sc1c(cccc1)N2CC1CN2CCC1CC2"	NA	NA	NA	1	NA	4.57	31.78	-2.19	2.05	3	0	322.150369704	2	NA	NA	NA	"Test"	NA	"0000000000000000000000000000000000010000000000000000000000100000000000000010000110001101000000000101000010000010000001011100100110000010110001011011000010110100111010"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.981025636196136	1	0.868716239929199	1	0.863903999328613	1
5706	"CC(=O)Nc1cccc(O)c1"	NA	NA	NA	1	NA	0.77	49.33	-1.17	0.76	2	2	151.063328528	1	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100001000000000000100100010000000001000101010001000100000001101011111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.801613807678223	1	0.580073952674866	1	0.628919959068298	1
5707	"CC(C)(O)C(C)(O)c1cc(Cl)ccc1"	NA	NA	NA	1	NA	2.29	40.46	-2.57	2.03	2	2	214.0760574	2	NA	NA	NA	"Test"	NA	"0000000000000000000000000000000000000000000000000000010000000000010000010100000000000010000000000000001000100001000000000000000000100100001010000000100100001011011110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.949508547782898	1	0.5	0	0.822761237621307	1
5708	"CN(C)CCN(Cc1cccs1)c1ccccn1"	NA	NA	NA	1	NA	2.96	47.61	-0.3	0.99	4	0	261.129968608	6	NA	NA	NA	"Val"	NA	"0000000000000000000000000000000000010100000000000000000000000000100000000100101010101101000010010101000000000010001100011100000010001010110001000011100010110101111010"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.951785385608673	1	0.868716239929199	1	0.863903999328613	1
5709	"CCC1(CC)C(=O)NC(=O)N(C)C1=O"	NA	NA	NA	1	NA	1.44	66.48	-1.62	1.33	3	1	198.100442308	2	NA	NA	NA	"Test"	NA	"0000000000000000000000000000000000001000000000000000000000000000010000000010100100001000110110001100000001010101010110011100001000000001100011100101111001110111101110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.952220141887665	1	0.844304025173187	1	0.863903999328613	1
5710	"CCC[C@H](C)C1(CCSC)C(=O)NC(=S)NC1=O"	NA	NA	NA	1	NA	3.16	115.59	-3.29	2.55	4	2	288.09661988	6	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000000001000100000100000000001010000001000100110000101111110001100000001010101011111011000001110100001100011100010111011110111101110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78111070394516	1	0.617543995380402	1	0.615721821784973	1
5711	"CC1=CC[C@@H]2C3Cc4ccc(O)c5c4C2(CCN3C)[C@H]1O5"	NA	NA	NA	1	NA	2.64	32.7	-2.21	1.45	3	1	283.157228912	0	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000000000000000100000010000000010000010011000000101100000010010111100010010011101100011100001110000000101000111011100110011111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7865189909935	1	0.604871809482574	1	0.607912361621857	1
5712	"CO[C@H]1CC[C@@H]2C3Cc4ccc(O)c5c4C2(CCN3C)[C@@H]1O5"	NA	NA	NA	1	NA	2.33	41.93	-2.38	1.03	4	1	301.167793596	1	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000000000000000000000010000000010000010010000000101100000010010101100010010011101101011100011110010000101000111111100110011111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.757895052433014	1	0.571105659008026	1	0.628919959068298	1
5713	"CCC(=O)OC1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=CC4(C)[C@H]3C(O)CC21C"	NA	NA	NA	1	NA	3.1	106.97	-4.87	3.46	7	1	472.246103492	5	NA	NA	NA	"Test"	NA	"0000000000000000000000000100000000000000000000000100000000000000010000010001000000000000101000010010000110011001011100000010011110010001001110101110110111101011001110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.966815531253815	1	0.844304025173187	1	0.822761237621307	1
5714	"Cc1cc2c(cc1)Sc1ccccc1N=C2N1CCN(C)CC1"	NA	NA	NA	1	NA	3.53	44.14	-4.15	3.21	4	0	323.145618672	0	NA	NA	NA	"Test"	NA	"0000000000000000001000000000000000010100000000000000000000100100000000000010111010001101000010000101000010000010001101111100100010001010110001011011100010010101111010"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.237204283475876	0	0.868716239929199	1	0.863903999328613	1
5715	"COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4c3cc(Cl)cc4)CC2)cc(OC)c1OC"	NA	NA	NA	1	NA	6.15	89.01	-6.41	5.98	9	0	597.206419932	11	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000010000000000000000000000100000000000010010001110001111100010100101001010101010100001011110111110010110110111111111110111111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74052369594574	1	0.624956071376801	1	0.488463580608368	0
5716	"CS(=O)(=O)c1cc2c(cc1)Sc1ccccc1N2CCCN1CCC(C(N)=O)CC1"	NA	NA	NA	1	NA	3.15	117.39	-4.04	2.13	6	1	445.149383724	6	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000010000000000000010001001111001001000001010000110011101011110000101010010000111000011011101100111000011110001011111001011110111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78593784570694	1	0.547853052616119	1	0.627943456172943	1
5717	"COC(=O)[C@H]1[C@H]2C[C@H]3c4c(CCN3C[C@H]2C[C@H](OC)[C@H]1OC)c1c(cc(OC)cc1)[nH]4"	NA	NA	NA	1	NA	3.62	73.02	-3.94	2.7	6	1	428.231122124	4	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000000000000000000000000000000100000010000001000101100111010011101000010010010100100011110011110010000110111111111111111011111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.792832732200623	1	0.547853052616119	1	0.631272792816162	1
5718	"COc1ccc2Oc3c(C=C(N4CCN(C)CC4)c2c1)cccc3"	NA	NA	NA	1	NA	2.85	24.94	-2.18	2.18	4	0	322.168127944	2	NA	NA	NA	"Train"	NA	"0000000000000000001000000000000000000000000010000000000010000100000000000011001000001100000010001111000010000010101101011100111010001000110001111011100110011111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.801613807678223	1	0.636416077613831	1	0.628919959068298	1
5719	"COc1ccc2c(c1)c1c3C(=NCC1)N(C)CCn32"	NA	NA	NA	1	NA	2.98	29.76	-2.95	-0.16	4	0	255.137162164	1	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000100000000000000000000000000100000000010111000101100000010010101000010010010101101111100011100000000110001111011100110011101111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78292328119278	1	0.638154745101929	1	0.631272792816162	1
5720	"C[C@H]1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12"	NA	NA	NA	1	NA	2.97	41.57	-4.07	3.8	3	1	362.058883112	1	NA	NA	NA	"Train"	NA	"0000000000000000001000000000000000000000000000000000000010000100000000000000001100101010000100111001001110101111001110011100101110010110110001111001011111011111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79957902431488	1	0.636003136634827	1	0.631272792816162	1
5721	"Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1"	NA	NA	NA	1	NA	6.27	27.05	-7	6.12	3	0	413.986023788	6	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000000000000000000000000000000100000000010101000101010000000110001001000101000000000011100110010010100110001011001010110101100111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.645090639591217	1	0.638446390628815	1	0.534560203552246	1
5722	"NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F"	NA	NA	NA	1	NA	2.62	50.41	-4.45	2.89	3	2	357.013535736	0	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000100010000000000110000000000010000000000111100110000000000010000000001100001000000111000000000101100100001000000011000010100100010"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.488015979528427	0	0.553790986537933	1	0.636939525604248	1
5723	"CCCCCNCC(N)=O"	NA	NA	NA	1	NA	0.81	55.12	-0.48	0.17	2	2	144.126263132	6	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000000000000000000010000000000000000000000001001010100011100100001000100010110011111000000000110110000010001000010001011110101100100"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.757895052433014	1	0.553790986537933	1	0.628919959068298	1
5724	"CO/N=C/C1=CCCN(C)C1"	NA	NA	NA	1	NA	1.08	24.83	-0.81	0.47	3	0	154.110613068	2	NA	NA	NA	"Train"	NA	"0000000000000000000000010000000000000000000000000100000000000000000000100011010100001100000011000111010000000010001100101101010010000000110001000011100010001101101110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.801613807678223	1	0.636416077613831	1	0.636939525604248	1
5725	"O=C(NCCN1CCOCC1)c1ccc(Cl)cc1"	NA	NA	NA	1	1	1.82	41.57	-1.8	1.45	3	1	268.097855464	4	NA	NA	NA	"Test"	"Train"	"0000000000000000000000000000000000000000000000000000000010000000000000000010001001001110001100100101001100101110000011011100000110010100110001001011001011111110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.956958472728729	1	0.868716239929199	1	0.863903999328613	1
5726	"NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1"	NA	NA	NA	1	1	1.46	79.37	-3.19	1.37	2	1	273.08234972	5	NA	NA	NA	"Train"	"Train"	"0000000000000000000000000000000000000001000000001010000000001000001000000000000010010001100100001000010100000110000010000001100000010000000000001001001011110110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.736505508422852	1	0.636416077613831	1	0.631272792816162	1
5727	"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=CC4(C)C3(Cl)[C@@H](O)CC2(C)C1(O)C(=O)CCl"	NA	NA	NA	1	NA	2.97	74.6	-4.9	2.95	4	2	426.136464736	2	NA	NA	NA	"Train"	NA	"0000000000000000000000000100000000000000000000000100000000000000010000010001000000000010011000010010001110110001001100000000001110110101001110101110110111101011001110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.788346469402313	1	0.61893492937088	1	0.631272792816162	1
5728	"CNCCCN1c2ccccc2C(C)(C)c2c1cccc2"	NA	NA	NA	1	NA	4.66	15.27	-2.03	1.88	2	1	280.193948768	4	NA	NA	NA	"Val"	NA	"0000000000000000000000000000000000000000000000000000000000000000010000000110000101001100010010000101000110010011001101001100100000000010110011011011101010110101111010"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.981025636196136	1	0.868716239929199	1	0.863903999328613	1
5729	"CC1(c2ccccc2)CC(=O)N(CN2CCOCC2)C1=O"	NA	NA	NA	1	NA	1.67	49.85	-1.9	1.55	4	0	288.1473925	3	NA	NA	NA	"Test"	NA	"0000000000000000000000000001000000000000000000000000000010000100010000000010100000101100100100111101000000011111001011011100001110010001110001101111010011111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.980158030986786	1	0.761422455310822	1	0.863903999328613	1
5730	"O=C1N[C@@H]2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2"	NA	NA	NA	1	NA	5.14	38.82	-3.18	3.53	4	1	478.24993942	4	NA	NA	NA	"Train"	NA	"0000000000000000001000000000000000000100000000000000000000000000010000000010101100101110011100111101001110100111000011011100101110000110110001111011001011110100111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.587698638439178	1	0.637947559356689	1	0.636939525604248	1
5731	"COCN1C(=O)CN=C(c2ccccc2)c2c1ccc([N+](=O)[O-])c2"	NA	NA	NA	1	NA	2.14	87.72	-3.6	2.09	5	0	325.10625596	4	NA	NA	NA	"Train"	NA	"0000000000000000001000010001000000000000000000001000000100000110000001100010011100001100100111100001010010001110001010111101111011011011110101111101010011111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78692501783371	1	0.609436392784119	1	0.628919959068298	1
5732	"CNC(=O)O[C@@H]1OC(=O)C2(C)C3C=CC(C3)[C@H]12"	NA	NA	NA	1	NA	1.06	64.63	-2.08	0.75	4	1	237.10010796	1	NA	NA	NA	"Train"	NA	"0000000000000000000000100000000000000000000000000000000010000000010000000000000000100000100010011010100011010101000110000010011000000001100100100100111001011111101110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.695041239261627	1	0.61893492937088	1	0.638957262039185	1
5733	"CC1=CC(=C2C=CC(=O)C=C2)NN=C1NCCN1CCOCC1"	NA	NA	NA	1	NA	1.27	65.96	-3.05	-0.03	6	2	314.174275944	3	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000100000010000101010010000100000010000011111001001100001001100111000100011010000001111101001110111000110001101011011111111111101110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57516610622406	1	0.620320558547974	1	0.64083456993103	1
5734	"CCCCC[C@H](C)[C@H](C)c1cc(OC(=O)CCCN2CCCCCC2)c2C3=C(CC[C@H](C)C3)C(C)(C)Oc2c1"	NA	NA	NA	1	NA	9.99	38.77	-6.6	8.66	4	0	537.41819462	11	NA	NA	NA	"Train"	NA	"0000000000000000001000000100000000000000000000000100000010000000010000000111000000001100100000000111000010010011111101011110011110010000110010111111100111101111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74052369594574	1	0.609436392784119	1	0.636939525604248	1
5735	"O=C(Cn1ccnc1)c1ccc2ccccc2c1"	NA	NA	NA	1	NA	2.47	34.89	-3.1	2.46	3	0	236.094963004	3	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000000000000000000000000000000100000000010101000101000000000110001000010000000000000011100100000010000100001001001000111100100111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.801913619041443	1	0.637947559356689	1	0.638957262039185	1
5736	"Oc1ccc2CC3N(CC4CCC4)CCC45c2c1O[C@@H]4[C@@H](O)CCC35O"	NA	NA	NA	1	NA	2.27	73.16	-2.49	1.63	5	3	357.194008344	2	NA	NA	NA	"Val"	NA	"0000000000100000000000000000000000000000000000000000000010000000010000010010000000101100111000110101100110000011100001011100001110110000111100111111000110111110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.943998038768768	1	0.487807333469391	0	0.822761237621307	1
5737	"CC(C)=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5"	NA	NA	NA	1	NA	1.69	70	-2.7	1.72	5	2	355.17835828	2	NA	NA	NA	"Val"	NA	"0000000000000000000000000000000000000000000000000100000010000000010000010111000000101100111000110111100110000011100101011100001110110000111100111111100111111111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.943998038768768	1	0.487807333469391	0	0.822761237621307	1
5738	"C/N=C(/Cc1ccc2ccccc2c1)NC"	NA	NA	NA	1	NA	2.72	24.39	-1.67	1.07	1	1	212.131348512	2	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000100000000000000000000000000000000000000110000000000000010000000000110000010000100100000100000000000000001001000101000110101111010"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.801935315132141	1	0.638446390628815	1	0.64083456993103	1
5739	"C1=N[C@@H](CC2=Cc3c(cccc3)CC2)CN1"	NA	NA	NA	1	NA	3.17	24.39	-1.82	0.85	2	1	212.131348512	2	NA	NA	NA	"Test"	NA	"0000000000000000000000000000000000000000000000000100000000000000000000000001111001100000011000010011000010000010000000111000000110000000100001011010001010110100111010"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97634094953537	1	0.868716239929199	1	0.863903999328613	1
5740	"C[C@H](Oc1cccc2c1cccc2)/C(N)=N/O"	NA	NA	NA	1	NA	1.89	67.84	-3.92	2.11	3	2	230.105527688	3	NA	NA	NA	"Train"	NA	"0000000000000000000000010000000000000100000000000000010000000000000010100000110000010000100001100000010010000000100000100001111000100000001001101000001100011111111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78692501783371	1	0.473554134368896	0	0.627833962440491	1
5741	"O=c1[nH]c2c(cccc2)n1C1CCN(CCCc2noc3cc(F)ccc23)CC1"	NA	NA	NA	1	NA	3.88	61.61	-3.24	2.99	5	1	394.180504196	5	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000001000010000000000000010000100100000100010101100101110001001011101010011100110100011011101101110001100110001111011011111110110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.792832732200623	1	0.636416077613831	1	0.64083456993103	1
5742	"O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1"	NA	NA	NA	1	1	0.96	83.12	-2.2	0.82	4	3	298.142975816	7	NA	NA	NA	"Train"	"Val"	"0000000000000000000000000000000000000000000000000001100000000000100110000000000101000000010101101101000100000110000010001001100110110001110001001010001011110110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.744605839252472	1	0.572345852851868	1	0.628919959068298	1
5743	"C[C@@H](CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1"	NA	NA	NA	1	NA	2.04	48.47	-2.62	1.93	4	1	356.20123964	6	NA	NA	NA	"Test"	NA	"0000000000000000000000000000000000000000010000000000000000000100100000000010001100001110010100001101000100100110001111011100100110001110110001001011001011110101111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.956958472728729	1	0.868716239929199	1	0.863903999328613	1
5744	"C/C=C\[C@@H]1OC2(C(=O)COC(=O)c3ccncc3)CCC3(O1)[C@H]1CCC4=CC(=O)CCC4(C)[C@H]1[C@@H](O)CC23C"	NA	NA	NA	1	NA	2.32	112.02	-4.36	3.33	8	1	535.257002524	5	NA	NA	NA	"Train"	NA	"0000000000000000001000000100000000000000000000000100000010000000110000010001000000000000101000010110000110011001001101011010011110010001101110101110110111101011111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.782982707023621	1	0.571105659008026	1	0.612735092639923	1
5745	"O=C(c1cccnc1)N1CCOCC1"	NA	NA	NA	1	NA	0.46	42.43	-1.12	-0.07	3	0	192.089877624	1	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000000000000000000000010000000100000000010000100001100000100101101000000001110000011011100000010010000110001001011000011011110111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.798309683799744	1	0.636003136634827	1	0.628919959068298	1
5746	"NC(=O)c1cccnc1"	NA	NA	NA	1	0	-0.52	55.98	0.91	-0.4	2	1	122.048012812	1	NA	NA	NA	"Val"	"Test"	"0000000000000000000000000000000000000000000000000000000000000000100000000000000100010000000100001100000000000100000010001000000000000000100001000000001001010100111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.726539194583893	1	0.868716239929199	1	0.789307296276093	1
5747	"CCN(CC)C(=O)c1cccnc1"	NA	NA	NA	1	NA	0.6	33.2	-0.56	0.54	2	0	178.110613068	3	NA	NA	NA	"Train"	NA	"0000000000000000000000000000000000000000000000000000000000000000100000000000000100001100000100001101000000000100010110001100000000000000110001000001100011110101111110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78292328119278	1	0.636416077613831	1	0.628919959068298	1
